150,160,170,180,190,200
0.25,0.25,0.25,0.25,0.20000000000000001,0.5
0.375,0.125,0.375,0.125,0.20000000000000001,0.67500000000000004
0.375,0.25,0.25,0.29999999999999999,0.375,0.67500000000000004
0.375,0.375,0.25,0.125,0.25,0.5
,0.29999999999999999,0.40000000000000002,0.125,0.125,0.5
