vout,vin,div,log,freq,logfreq
22,2.1200000000000001,10.377358490566037,20.321736397869095,0.10000000000000001,-0.99999999999999978
22,2.1200000000000001,10.377358490566037,20.321736397869095,1,0
22,2.1200000000000001,10.377358490566037,20.321736397869095,10,1
3.2799999999999998,2.1200000000000001,1.5471698113207546,3.7907596556585519,100,2
0.40000000000000002,2.1200000000000001,0.18867924528301888,-14.48551739201578,1000,2.9999999999999996
