Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
6.56,3.385,3.185
6.58,3.385,3.185
6.6,3.385,3.185
6.62,3.39,3.185
6.64,3.385,3.185
6.66,3.385,3.185
6.68,3.39,3.18
6.7,3.385,3.18
6.72,3.385,3.18
6.74,3.39,3.185
6.76,3.39,3.18
6.78,3.39,3.18
6.8,3.39,3.185
6.82,3.39,3.185
6.84,3.39,3.18
6.86,3.39,3.185
6.88,3.395,3.185
6.9,3.405,3.185
6.92,3.41,3.18
6.94,3.395,3.18
6.96,3.4,3.185
6.98,3.4,3.18
7,3.4,3.18
7.02,3.415,3.18
7.04,3.42,3.18
7.06,3.42,3.18
7.08,3.42,3.185
7.1,3.42,3.185
7.12,3.415,3.18
7.14,3.42,3.18
7.16,3.415,3.185
7.18,3.42,3.185
7.2,3.42,3.185
7.22,3.42,3.18
7.24,3.42,3.18
7.26,3.42,3.185
7.28,3.42,3.185
7.3,3.42,3.18
7.32,3.42,3.18
7.34,3.425,3.185
7.36,3.425,3.185
7.38,3.425,3.185
7.4,3.425,3.18
7.42,3.43,3.18
7.44,3.41,3.185
7.46,3.415,3.18
7.48,3.415,3.185
7.5,3.415,3.18
7.52,3.42,3.18
7.54,3.42,3.185
7.56,3.42,3.185
7.58,3.42,3.185
7.6,3.42,3.185
7.62,3.425,3.18
7.64,3.425,3.185
7.66,3.425,3.185
7.68,3.425,3.18
7.7,3.425,3.185
7.72,3.425,3.18
7.74,3.425,3.18
