Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
5.44,0.835,3.18
5.46,0.835,3.185
5.48,0.83,3.185
5.5,0.83,3.185
5.52,0.83,3.185
5.54,0.83,3.18
5.56,0.825,3.185
5.58,0.82,3.18
5.6,0.825,3.185
5.62,0.825,3.18
5.64,0.825,3.18
5.66,0.82,3.18
5.68,0.825,3.185
5.7,0.82,3.18
5.72,0.82,3.185
5.74,0.82,3.185
5.76,0.815,3.185
5.78,0.815,3.18
5.8,0.815,3.18
5.82,0.815,3.18
5.84,0.815,3.185
5.86,0.81,3.185
5.88,0.815,3.185
5.9,0.81,3.18
5.92,0.81,3.18
5.94,0.81,3.185
5.96,0.81,3.185
5.98,0.81,3.18
6,0.805,3.185
6.02,0.805,3.185
6.04,0.805,3.185
6.06,0.8,3.185
6.08,0.8,3.185
6.1,0.805,3.18
6.12,0.805,3.185
6.14,0.805,3.18
6.16,0.805,3.18
6.18,0.805,3.185
6.2,0.805,3.185
6.22,0.805,3.18
6.24,0.8,3.18
6.26,0.8,3.18
6.28,0.8,3.185
6.3,0.795,3.185
6.32,0.795,3.185
6.34,0.8,3.18
6.36,0.795,3.18
6.38,0.795,3.185
6.4,0.795,3.18
6.42,0.795,3.185
6.44,0.795,3.185
6.46,0.795,3.185
6.48,0.79,3.185
6.5,0.79,3.185
6.52,0.79,3.18
6.54,0.79,3.185
6.56,0.79,3.18
6.58,0.79,3.185
6.6,0.79,3.18
6.62,0.79,3.18
6.64,0.785,3.18
6.66,0.785,3.18
6.68,0.78,3.185
6.7,0.775,3.185
6.72,0.775,3.185
6.74,0.775,3.18
6.76,0.775,3.185
6.78,0.775,3.185
6.8,0.77,3.18
