Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
4.08,0.805,3.045
4.1,0.8,3.05
4.12,0.805,3.05
4.14,0.805,3.05
4.16,0.805,3.045
4.18,0.805,3.045
4.2,0.805,3.045
4.22,0.805,3.045
4.24,0.8,3.045
4.26,0.805,3.045
4.28,0.805,3.045
4.3,0.805,3.045
4.32,0.805,3.05
4.34,0.805,3.045
4.36,0.805,3.045
4.38,0.805,3.045
4.4,0.805,3.045
4.42,0.805,3.045
4.44,0.805,3.05
4.46,0.805,3.045
4.48,0.805,3.05
4.5,0.815,3.05
4.52,0.81,3.045
4.54,0.81,3.045
4.56,0.81,3.045
4.58,0.81,3.045
4.6,0.805,3.05
4.62,0.81,3.045
4.64,0.81,3.045
4.66,0.81,3.045
4.68,0.81,3.045
4.7,0.81,3.045
4.72,0.81,3.045
4.74,0.81,3.045
4.76,0.81,3.045
4.78,0.81,3.045
4.8,0.81,3.045
4.82,0.81,3.045
4.84,0.81,3.045
4.86,0.81,3.045
4.88,0.81,3.045
4.9,0.81,3.045
4.92,0.81,3.045
4.94,0.81,3.045
4.96,0.81,3.05
4.98,0.81,3.045
5,0.81,3.045
5.02,0.815,3.045
5.04,0.81,3.045
5.06,0.81,3.045
5.08,0.81,3.045
5.1,0.81,3.05
5.12,0.815,3.045
5.14,0.81,3.045
5.16,0.815,3.045
5.18,0.81,3.045
5.2,0.81,3.045
5.22,0.815,3.045
5.24,0.815,3.045
5.26,0.815,3.05
5.28,0.815,3.045
5.3,0.81,3.05
5.32,0.815,3.045
5.34,0.815,3.05
5.36,0.815,3.045
5.38,0.815,3.045
5.4,0.815,3.045
5.42,0.815,3.045
5.44,0.815,3.045
5.46,0.815,3.045
5.48,0.815,3.045
5.5,0.82,3.045
5.52,0.815,3.045
5.54,0.82,3.045
5.56,0.82,3.045
5.58,0.82,3.045
5.6,0.82,3.045
5.62,0.82,3.05
5.64,0.82,3.05
5.66,0.82,3.045
5.68,0.82,3.045
5.7,0.82,3.045
5.72,0.82,3.045
5.74,0.82,3.05
5.76,0.82,3.045
5.78,0.82,3.045
