Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
1.58,0.12,1.03
1.6,0.165,1.05
1.62,0.215,1.07
1.64,0.29,1.09
1.66,0.35,1.11
1.68,0.415,1.13
1.7,0.5,1.15
1.72,0.555,1.17
1.74,0.56,1.18
1.76,0.59,1.21
1.78,0.485,1.225
1.8,0.405,1.25
1.82,0.255,1.275
1.84,0.205,1.29
1.86,0.15,1.305
1.88,0.1,1.32
1.9,0.08,1.34
1.92,0.075,1.365
1.94,0.05,1.385
1.96,0.04,1.4
1.98,0.055,1.42
2,0.06,1.44
2.02,0.075,1.445
2.04,0.155,1.475
2.06,0.195,1.49
2.08,0.245,1.505
2.1,0.37,1.535
2.12,0.495,1.56
2.14,0.67,1.59
2.16,0.745,1.605
2.18,0.845,1.615
2.2,0.93,1.63
2.22,1.06,1.665
2.24,1.005,1.68
2.26,0.915,1.7
2.28,0.695,1.72
2.3,0.545,1.74
2.32,0.34,1.755
2.34,0.045,1.77
2.36,0.205,1.785
2.38,-0.05,1.81
2.4,0.06,1.835
2.42,0.035,1.855
2.44,0.05,1.88
2.46,0.095,1.895
2.48,0.085,1.905
2.5,0.14,1.925
2.52,0.19,1.94
2.54,0.235,1.95
2.56,0.365,1.975
2.58,0.425,1.985
2.6,0.555,2.01
2.62,0.645,2.02
2.64,0.665,2.025
2.66,0.76,2.035
2.68,0.91,2.055
2.7,1.03,2.07
2.72,1.105,2.08
2.74,1.305,2.105
2.76,1.44,2.125
2.78,1.465,2.14
2.8,1.465,2.145
2.82,1.41,2.16
2.84,1.28,2.175
2.86,1.035,2.195
2.88,0.78,2.215
2.9,0.555,2.235
2.92,0.45,2.245
2.94,0.38,2.25
2.96,0.325,2.27
2.98,0.22,2.295
3,0.145,2.305
3.02,0.135,2.315
3.04,0.1,2.33
3.06,0.095,2.335
3.08,0.195,2.35
3.1,0.155,2.37
3.12,0.305,2.4
3.14,0.325,2.42
3.16,0.31,2.435
3.18,0.44,2.45
3.2,0.525,2.46
3.22,0.59,2.47
3.24,0.66,2.48
3.26,0.795,2.495
3.28,0.885,2.51
3.3,1.09,2.53
3.32,1.25,2.54
3.34,1.35,2.555
3.36,1.41,2.555
3.38,1.505,2.565
3.4,1.68,2.585
3.42,1.74,2.59
3.44,1.78,2.595
3.46,1.79,2.595
3.48,1.855,2.61
3.5,1.88,2.625
3.52,1.855,2.645
3.54,1.715,2.66
3.56,1.47,2.68
3.58,1,2.705
3.6,0.69,2.73
3.62,0.46,2.75
3.64,0.35,2.765
3.66,0.26,2.785
3.68,0.195,2.805
3.7,0.16,2.815
3.72,0.165,2.83
3.74,0.195,2.855
3.76,0.245,2.875
3.78,0.255,2.88
3.8,0.31,2.89
3.82,0.405,2.905
3.84,0.505,2.92
3.86,0.625,2.935
3.88,0.84,2.965
3.9,1.005,2.975
3.92,1.105,2.99
3.94,1.405,3.015
3.96,1.695,3.035
3.98,1.865,3.05
4,1.945,3.055
4.02,1.98,3.055
4.04,2.12,3.07
4.06,2.215,3.085
4.08,2.31,3.11
4.1,2.185,3.14
4.12,1.745,3.175
4.14,1.35,3.18
4.16,1.325,3.18
4.18,1.305,3.18
4.2,1.305,3.18
4.22,1.305,3.18
4.24,1.305,3.18
4.26,1.305,3.18
4.28,1.305,3.18
4.3,1.305,3.18
4.32,1.28,3.185
4.34,1.27,3.185
4.36,1.275,3.185
4.38,1.285,3.185
4.4,1.27,3.185
4.42,1.27,3.185
4.44,1.27,3.185
4.46,1.27,3.18
4.48,1.27,3.185
4.5,1.27,3.185
4.52,1.27,3.18
4.54,1.27,3.185
4.56,1.27,3.185
4.58,1.27,3.18
4.6,1.27,3.185
4.62,1.27,3.185
4.64,1.27,3.185
4.66,1.27,3.185
4.68,1.27,3.185
4.7,1.27,3.185
4.72,1.27,3.18
4.74,1.27,3.185
4.76,1.27,3.185
4.78,1.27,3.185
4.8,1.27,3.185
4.82,1.27,3.185
4.84,1.27,3.185
4.86,1.275,3.185
4.88,1.275,3.185
4.9,1.27,3.185
4.92,1.27,3.18
4.94,1.27,3.18
4.96,1.28,3.185
4.98,1.27,3.18
5,1.27,3.185
5.02,1.27,3.185
5.04,1.275,3.185
5.06,1.27,3.185
5.08,1.275,3.18
5.1,1.27,3.185
5.12,1.275,3.18
5.14,1.275,3.18
5.16,1.275,3.18
5.18,1.275,3.18
5.2,1.275,3.18
5.22,1.28,3.18
5.24,1.275,3.18
5.26,1.28,3.18
5.28,1.28,3.185
5.3,1.28,3.185
5.32,1.28,3.185
5.34,1.28,3.18
5.36,1.28,3.185
5.38,1.28,3.185
5.4,1.28,3.185
5.42,1.28,3.18
5.44,1.285,3.18
5.46,1.28,3.185
5.48,1.295,3.185
5.5,1.29,3.18
5.52,1.27,3.18
5.54,1.275,3.18
5.56,1.28,3.185
5.58,1.285,3.18
5.6,1.285,3.185
5.62,1.29,3.185
5.64,1.29,3.185
5.66,1.29,3.185
5.68,1.29,3.18
5.7,1.29,3.185
5.72,1.29,3.185
5.74,1.29,3.185
5.76,1.29,3.185
5.78,1.295,3.185
5.8,1.295,3.185
5.82,1.295,3.185
5.84,1.295,3.185
5.86,1.295,3.185
5.88,1.295,3.185
5.9,1.295,3.185
5.92,1.295,3.18
5.94,1.295,3.185
5.96,1.295,3.185
5.98,1.295,3.18
6,1.3,3.18
6.02,1.3,3.18
6.04,1.3,3.185
6.06,1.3,3.18
6.08,1.3,3.185
6.1,1.3,3.185
6.12,1.3,3.185
6.14,1.3,3.18
6.16,1.305,3.185
6.18,1.305,3.18
6.2,1.305,3.18
