Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
2.48,0.37,1.305
2.5,0.265,1.32
2.52,0.24,1.325
2.54,0.23,1.345
2.56,0.205,1.36
2.58,0.18,1.37
2.6,0.17,1.39
2.62,0.17,1.405
2.64,0.15,1.425
2.66,0.135,1.445
2.68,0.135,1.45
2.7,0.205,1.485
2.72,0.195,1.495
2.74,0.205,1.505
2.76,0.235,1.52
2.78,0.22,1.515
2.8,0.235,1.52
2.82,0.32,1.54
2.84,0.38,1.555
2.86,0.51,1.58
2.88,0.525,1.585
2.9,0.525,1.585
2.92,0.545,1.59
2.94,0.665,1.605
2.96,0.805,1.625
2.98,0.905,1.64
3,0.915,1.645
3.02,0.925,1.64
3.04,1.1,1.67
3.06,1.185,1.68
3.08,1.295,1.71
3.1,1.25,1.725
3.12,1.2,1.735
3.14,1.035,1.75
3.16,0.85,1.78
3.18,0.605,1.805
3.2,0.41,1.81
3.22,0.38,1.83
3.24,0.3,1.84
3.26,0.24,1.86
3.28,0.22,1.885
3.3,0.17,1.895
3.32,0.2,1.915
3.34,0.195,1.94
3.36,0.2,1.955
3.38,0.215,1.965
3.4,0.235,1.97
3.42,0.255,1.98
3.44,0.255,1.98
3.46,0.315,1.995
3.48,0.4,2.015
3.5,0.47,2.025
3.52,0.6,2.045
3.54,0.75,2.065
3.56,0.84,2.075
3.58,0.995,2.09
3.6,1.15,2.105
3.62,1.34,2.125
3.64,1.6,2.155
3.66,1.805,2.18
3.68,1.84,2.2
3.7,1.66,2.225
3.72,1.36,2.245
3.74,1.1,2.265
3.76,0.71,2.295
3.78,0.51,2.33
3.8,0.35,2.34
3.82,0.29,2.36
3.84,0.26,2.395
3.86,0.235,2.41
3.88,0.255,2.43
3.9,0.315,2.455
3.92,0.38,2.47
3.94,0.44,2.48
3.96,0.53,2.495
3.98,0.68,2.52
4,0.86,2.535
4.02,0.975,2.55
4.04,1.115,2.56
4.06,1.405,2.585
4.08,1.595,2.6
4.1,1.875,2.625
4.12,2.08,2.635
4.14,2.22,2.65
4.16,2.305,2.665
4.18,2.355,2.675
4.2,2.245,2.695
4.22,2.125,2.705
4.24,1.875,2.725
4.26,1.655,2.73
4.28,1.53,2.74
4.3,1.4,2.75
4.32,1.185,2.77
4.34,0.87,2.79
4.36,0.725,2.8
4.38,0.555,2.825
4.4,0.42,2.845
4.42,0.34,2.86
4.44,0.3,2.87
4.46,0.28,2.875
4.48,0.31,2.9
4.5,0.295,2.91
4.52,0.315,2.925
4.54,0.33,2.93
4.56,0.465,2.96
4.58,0.52,2.965
4.6,0.54,2.97
4.62,0.665,2.99
4.64,0.935,3.015
4.66,1.245,3.045
4.68,1.435,3.055
4.7,1.52,3.06
4.72,1.71,3.075
4.74,2.095,3.1
4.76,2.335,3.115
4.78,2.64,3.14
4.8,2.83,3.175
4.82,2.675,3.185
4.84,2.65,3.185
4.86,2.645,3.185
4.88,2.645,3.18
4.9,2.645,3.185
4.92,2.645,3.185
4.94,2.645,3.185
4.96,2.645,3.185
4.98,2.645,3.185
5,2.65,3.18
5.02,2.65,3.185
5.04,2.65,3.185
5.06,2.665,3.185
5.08,2.645,3.18
5.1,2.65,3.18
5.12,2.65,3.185
5.14,2.65,3.185
5.16,2.65,3.185
5.18,2.65,3.185
5.2,2.65,3.18
5.22,2.65,3.185
5.24,2.65,3.18
5.26,2.65,3.185
5.28,2.65,3.18
5.3,2.65,3.185
5.32,2.65,3.18
5.34,2.65,3.18
5.36,2.65,3.18
5.38,2.65,3.185
5.4,2.65,3.18
5.42,2.65,3.185
5.44,2.65,3.18
5.46,2.655,3.185
5.48,2.65,3.18
5.5,2.65,3.18
5.52,2.65,3.185
5.54,2.65,3.185
5.56,2.65,3.18
5.58,2.65,3.18
5.6,2.65,3.185
5.62,2.65,3.185
5.64,2.65,3.185
5.66,2.655,3.18
5.68,2.635,3.18
5.7,2.6,3.185
5.72,2.565,3.185
5.74,2.805,3.185
5.76,2.625,3.185
5.78,2.635,3.18
5.8,2.645,3.18
5.82,2.65,3.185
5.84,2.64,3.18
5.86,2.64,3.185
5.88,2.64,3.18
5.9,2.63,3.18
5.92,2.64,3.185
5.94,2.635,3.18
5.96,2.635,3.18
5.98,2.635,3.18
6,2.635,3.18
6.02,2.635,3.185
6.04,2.63,3.18
6.06,2.635,3.185
6.08,2.63,3.18
6.1,2.63,3.185
6.12,2.63,3.185
6.14,2.63,3.185
6.16,2.63,3.18
6.18,2.63,3.18
6.2,2.625,3.18
6.22,2.625,3.185
6.24,2.625,3.185
6.26,2.625,3.185
6.28,2.625,3.185
6.3,2.625,3.18
6.32,2.625,3.185
6.34,2.625,3.18
6.36,2.625,3.18
6.38,2.62,3.185
6.4,2.62,3.18
6.42,2.62,3.185
6.44,2.62,3.18
6.46,2.62,3.18
6.48,2.62,3.18
6.5,2.62,3.18
6.52,2.62,3.185
6.54,2.61,3.18
6.56,2.605,3.18
6.58,2.62,3.18
6.6,2.635,3.18
6.62,2.62,3.18
6.64,2.62,3.185
6.66,2.615,3.185
6.68,2.615,3.185
6.7,2.615,3.18
6.72,2.62,3.185
6.74,2.615,3.18
6.76,2.62,3.18
6.78,2.615,3.18
6.8,2.615,3.18
6.82,2.62,3.18
6.84,2.615,3.18
6.86,,3.18
